feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,classification
0.05893552,0.35653147,-0.3486717,-0.17839885,-0.35188326,0.08776281,0.53416014,-0.28957123,0.06985196,0.26171157,1
0.5056151,-0.18992242,-0.31587085,0.7968872,0.43858016,-0.13618276,-0.4548946,-0.02347677,-0.029565599,0.09031322,0
-0.21227731,0.65361124,0.3789253,0.18008143,0.3964703,0.76514965,-0.83385277,0.020288184,0.37902132,-0.73030007,0
-0.026963798,-0.037846774,0.045035534,-0.70697963,-0.33882436,-0.17095563,0.32564315,0.10174693,0.026057769,0.34841728,1
-0.4371385,-0.23489897,0.39139044,-0.40994728,-0.1163909,-0.5969646,-0.13753,-0.013828348,-0.059038263,0.29032248,1
0.086790785,0.37624836,0.5022144,-0.023642166,0.15708247,0.69715047,-0.83983076,0.030034298,0.16984797,-0.74311596,0
-0.1111586,0.17979915,-0.29871032,-0.4747257,-0.33764312,0.3914602,0.28678277,-0.11555461,-0.34143606,0.40725088,1
-0.1437305,0.031632345,-0.33498055,-0.28951037,-0.45123002,-0.38874415,0.80033696,-0.4060306,0.49735025,0.2094432,1
0.023267686,-0.38927326,0.55668485,-0.5356699,-0.1426135,-0.07208006,0.2740904,0.1543433,-0.06340313,-0.11527743,1
-0.029824838,-0.2758864,0.18997173,-0.394876,-0.25387362,-0.44641328,0.25234592,0.033912662,-0.17369352,0.35139495,1
-0.09294813,-0.54106206,0.66475224,-0.4781674,-0.13572901,0.04656739,0.164691,0.29288,0.08851543,-0.20612621,1
-0.3664176,0.49688432,0.47940245,0.034820925,0.442258,0.65712667,-0.8583606,0.07230315,0.43813777,-0.7365113,0
-0.36520484,0.12242155,-0.55831844,-0.5290154,-0.18077335,-0.17485309,0.6829262,-0.8467189,0.7412739,0.2773985,1
-0.7327448,0.25617966,0.12679893,-0.1573789,0.14084858,-0.42873263,-0.1264214,-0.43222967,0.41534021,-0.07546633,1
-0.00093132217,0.19963622,-0.3651392,-0.43415934,-0.3447791,0.33466092,0.3928251,-0.1944282,-0.39676198,0.4518801,1
0.15158689,0.8683027,-0.03939209,-0.61231834,-0.36012822,-0.2176348,0.1883174,-0.48032588,0.61941475,-0.85199124,1
-0.015246891,-0.030966282,-0.079726174,-0.40989262,-0.42467707,-0.53420883,0.5076322,0.018893378,0.31580132,0.22864349,1
0.84752345,-0.36178932,-0.5757821,0.46085075,-0.03412802,0.015587937,-0.41668075,-0.3392219,-0.6112712,-0.16126263,1
-0.6561691,0.38058195,-0.13282444,-0.65995544,-0.08723893,-0.43164337,0.25579223,-0.2339001,0.6162917,0.12210742,1
-0.25762138,0.14408536,-0.19313736,-0.58586925,-0.33105448,0.38425165,0.44377792,-0.25287715,-0.3246864,0.46961015,1
-0.04099913,-0.37841198,-0.62438,-0.4054462,-0.5123478,-0.5085025,0.86764216,-0.49478626,0.5954918,0.30408898,1
-0.58718705,0.06943805,-0.54903764,-0.7475667,-0.47431123,0.11667675,0.75118583,-0.59576005,-0.16828156,0.8457719,1
-0.4921588,0.5524193,0.33028162,0.22799006,0.36861995,0.58041036,-0.87461567,0.30049717,0.6845311,-0.6790736,0
-0.34948817,0.4598854,0.39898822,0.30571324,0.39080316,0.5129394,-0.84162235,0.17627919,0.6331861,-0.8099058,0
0.8340368,-0.41817436,-0.60106003,0.6189703,0.1735746,0.2271643,-0.053551976,-0.4421018,-0.8132884,0.41546,1
-0.13349435,-0.11002118,0.22598498,-0.7298847,-0.29515702,-0.09588979,0.23832446,0.14670329,0.04924899,0.2657049,1
0.07153221,-0.4806941,0.606366,-0.52870595,-0.14420366,0.08896026,0.23496191,0.22922775,-0.17550772,-0.12919308,1
-0.40129128,0.6147009,0.3511121,0.18269114,0.3926251,0.63735276,-0.8754073,0.22071168,0.61531276,-0.70173085,0
-0.24019876,0.5529069,0.3819374,0.09246643,0.37157425,0.5898502,-0.83217967,0.18500458,0.45353997,-0.7699614,0
-0.27306497,0.7663058,-0.12503746,0.16445224,0.32917187,-0.30049977,-0.11052579,0.08395572,0.63867724,-0.31666708,1
-0.47753525,0.66453904,0.37068707,0.045279343,0.4586737,0.6394048,-0.88910854,-0.0941695,0.49382395,-0.724729,0
-0.3316032,0.5955449,0.3680878,0.14391568,0.3253505,0.5777011,-0.8834939,0.028820982,0.5955038,-0.79380506,0
-0.6383077,0.12458207,-0.15233222,-0.8101063,-0.2949875,-0.47918656,0.5185242,-0.36461496,0.44903955,0.5689848,1
0.85638785,-0.26037624,-0.66666234,0.46543124,0.26316118,0.042349506,-0.20088214,-0.37107852,-0.7288551,0.21174593,1
0.038044095,0.080312915,-0.1651782,-0.35331202,-0.4409446,-0.44322506,0.4801964,-0.09192544,0.29901865,0.15254113,1
-0.63182503,0.33060813,-0.4890825,-0.67692,-0.23256503,-0.1498135,0.6113382,-0.5538429,0.13680701,0.6977144,1
0.7806259,-0.90214217,0.09546085,0.4226078,-0.5830328,-0.58937854,0.7337439,-0.15063098,-0.24866377,0.4708548,0
0.6332334,-0.7180266,-0.08899117,0.62261426,-0.14381264,0.15934806,0.15095097,-0.7350178,0.49403906,-0.24736825,0
-0.55748945,0.4755098,-0.54499334,0.0009835134,0.29005998,-0.8068645,0.72163904,-0.0816412,0.4248478,0.6770695,0
-0.1163845,0.50633454,0.4967233,-0.0277697,0.32993886,0.68315077,-0.7859891,0.07511049,0.37215385,-0.7245786,0
-0.16712524,-0.8665936,0.6441662,-0.6676433,-0.37902933,0.17311665,0.57821614,0.4106763,0.16044869,0.21385308,1
0.85175073,-0.24634658,-0.70821023,0.46643814,0.26371747,0.09454513,-0.21063204,-0.3717043,-0.76159316,0.26198417,1
-0.11482537,0.6880393,0.2224184,0.1455059,0.41181865,0.7312014,-0.88341975,-0.12953407,0.552285,-0.8381985,0
-0.0661564,-0.07942605,0.12196864,-0.71806127,-0.32452667,-0.12784125,0.30379805,0.1306173,0.04389006,0.3096768,1
-0.021183515,0.011701581,-0.020054122,-0.6817368,-0.346143,-0.096083194,0.31563756,0.06595725,-0.016263295,0.34588382,1
0.48799056,0.048344113,-0.32437333,0.6947365,0.3643704,-0.042393103,-0.5479665,-0.18055956,-0.20409074,0.035173517,0
-0.048840478,0.20774803,-0.31150857,-0.449085,-0.35566136,0.28368536,0.34782687,-0.15027378,-0.29012105,0.4224695,1
0.30444726,-0.1823421,0.038986012,0.4056365,-0.07325359,0.55631506,-0.24412282,-0.4525526,0.81352794,-0.66409105,0
-0.0623643,-0.19399188,0.22603314,-0.37990278,-0.2561314,-0.28729305,0.35147828,-0.034956574,0.13569875,0.06768297,1
-0.3588959,0.3449381,0.42823845,0.1803811,0.3337639,0.6367757,-0.8585683,-0.17222877,0.5787083,-0.6982936,0
-0.39687562,0.5626635,0.1689756,-0.7673345,-0.41545767,-0.5156224,0.27364573,-0.0077303597,0.7445994,-0.35565388,1
-0.41587088,0.564035,0.36460507,0.18223849,0.3840703,0.6486137,-0.87318045,0.24716556,0.5962164,-0.68636477,0
0.3538285,-0.33252883,0.47325242,-0.51228243,-0.30065936,-0.7671361,0.5829113,0.270498,0.8505549,-0.6439451,1
-0.07537645,-0.18186615,0.21138175,-0.18796708,-0.2955956,0.1229468,0.21181326,0.67100036,0.02796085,-0.3083355,1
0.85162324,-0.50589436,-0.5735026,0.7342509,0.09062171,-0.044860672,0.018563498,-0.36716688,-0.5667935,0.23061202,1
-0.45703906,0.023332106,-0.6497824,-0.7975775,-0.21910465,0.019147081,0.24205887,-0.28458756,-0.01660471,0.63487893,1
-0.4303262,-0.5824944,0.84776217,-0.47739115,-0.07517038,-0.01975304,0.29096416,0.6093161,0.3546279,-0.3249939,0
-0.037443265,0.1311532,-0.20708098,-0.5515207,-0.3575059,0.15045322,0.3358655,-0.048066676,-0.19901651,0.3927669,1
-0.03255306,-0.043760743,0.05596737,-0.70858645,-0.3367211,-0.16495419,0.32267356,0.10591279,0.02844123,0.3431027,1
-0.3285239,0.7011785,0.12773664,0.26922506,0.4181083,0.6787215,-0.9062269,-0.015471884,0.6822232,-0.80436736,0
-0.38307762,0.5192639,0.3706638,0.18119594,0.30140692,0.55377746,-0.8778994,0.08116214,0.62183857,-0.7768265,0
-0.07736762,-0.09134768,0.14408109,-0.72115386,-0.320576,-0.11493913,0.29718927,0.13880804,0.04935333,0.2980568,1
0.76481605,-0.21669902,-0.6115741,0.4522579,0.23963165,0.2214994,0.0067342836,-0.43642163,-0.78466785,0.4557965,1
-0.314644,0.5186058,0.23685846,0.24836062,0.44751838,0.474049,-0.89306134,0.260283,0.6793751,-0.75533843,0
-0.3900308,0.6055626,0.36624396,0.16726577,0.39419162,0.6519958,-0.87343514,0.2155287,0.5880166,-0.6993295,0
-0.2597533,0.49153042,0.32790098,0.06041709,0.3986914,0.6079215,-0.8327564,0.018070681,0.41771653,-0.74097514,0
-0.14659755,-0.3785326,0.4920423,-0.46572566,-0.18884549,-0.20446686,0.26457623,0.11902555,0.18247707,-0.06269155,1
-0.5717992,0.3578202,0.37181893,0.043478563,0.27733743,0.510309,-0.8231972,0.28112647,0.7096562,-0.6692579,0
0.03624707,0.45994312,0.09235588,0.20715094,0.3104515,0.6083495,-0.8555395,0.17607121,0.5513413,-0.8770805,0
0.06910443,0.6155392,-0.37447053,-0.005890874,-0.016998097,0.3316054,0.14587757,-0.44669962,-0.23125301,0.45706546,1
-0.1607074,0.6764366,0.40798643,0.019528028,0.36474276,0.6403164,-0.87385803,-0.09717804,0.44147703,-0.82056,0
-0.4436029,-0.23487581,0.38413498,-0.4145397,-0.11637285,-0.5986144,-0.14337745,-0.0141371,-0.061595026,0.3045065,1
0.44338602,-0.11310618,-0.28928414,0.71303606,0.4410816,-0.17540336,-0.5273127,-0.1877113,-0.13142936,0.16313486,0
-0.7508086,0.40552214,0.42271087,-0.61829835,0.36151364,-0.16025545,-0.3685902,-0.274267,0.2009118,0.18342444,1
0.3570354,0.21910928,-0.3391624,-0.42896676,-0.31424716,-0.032481473,-0.10375243,-0.10820098,-0.30921042,0.1895816,1
-0.311618,0.36683393,0.41311678,0.2078147,0.330882,0.63701147,-0.8341994,0.159105,0.6761732,-0.80579656,0
0.5244252,-0.15818506,-0.29449782,0.7799723,0.44953334,-0.13287826,-0.44550234,-0.04071451,-0.08083265,0.09810479,0
0.17452891,0.6449464,0.21990155,0.38839716,0.1980927,0.8611678,-0.74372816,-0.1630323,0.046718106,-0.693291,0
-0.2649038,0.5990664,0.42431942,0.08781026,0.39346108,0.69391465,-0.8537273,0.16011137,0.4696271,-0.7175107,0
-0.20631728,0.21887252,-0.44152448,-0.58000237,-0.35918912,0.3238363,0.36032584,-0.22619851,-0.29074672,0.5235797,1
-0.42753348,0.40457425,0.013373816,-0.58118725,-0.17554542,-0.5052684,0.21816094,-0.16209102,0.69616795,-0.26162586,1
-0.34315526,0.4497974,0.29366767,0.10903435,0.19303404,0.689025,-0.880611,0.20384532,0.63846385,-0.73096114,0
-0.02438959,-0.035808515,0.040626727,-0.70631367,-0.3400882,-0.17445756,0.3260119,0.0996325,0.026025219,0.34937117,1
0.61202073,-0.37878114,0.04281173,0.62001157,0.010396775,0.2904081,-0.023774536,-0.7796467,0.15855545,0.027785243,0
-0.39144686,0.36125693,-0.46723598,-0.4781584,0.06421233,0.47102347,0.13564348,-0.29163203,-0.55507016,0.7866499,1
-0.3453995,0.63622624,0.37000465,0.15072235,0.4031375,0.6633097,-0.8707358,0.17352264,0.5674547,-0.71344894,0
-0.08844417,0.5053541,0.4915807,-0.003286804,0.33290288,0.72578615,-0.7933611,0.013674798,0.3244681,-0.7163554,0
-0.3997724,0.5433195,0.17638613,0.19968002,0.36169556,0.5530862,-0.8221769,0.30322933,0.69588906,-0.7072345,0
-0.034248892,0.37400854,0.5082588,0.07352015,0.3272096,0.75174284,-0.79144657,-0.11222163,0.4766419,-0.83667344,0
0.54392606,0.048520494,-0.40995032,0.59606034,0.18112384,-0.42293772,-0.5048623,0.058345605,-0.1283989,-0.19065586,1
-0.57767737,0.42899567,0.39391714,0.13132016,0.2989306,0.62621886,-0.85690755,0.0042308313,0.6193118,-0.66000193,0
0.051237073,0.36472797,-0.36102772,-0.17997192,-0.36223072,0.11157626,0.5404006,-0.3155176,0.05267165,0.28347898,1
0.24027765,-0.035758253,-0.19078505,-0.39314422,-0.37128958,0.10627203,0.1688746,-0.053989086,-0.2414243,0.24879971,1
-0.630773,0.10240888,-0.31085107,-0.79809546,-0.04218756,-0.27881414,-0.37070665,-0.24209,-0.090213366,0.34865162,0
-0.42750964,0.24079414,-0.22171548,-0.42915112,-0.22808479,0.11447157,0.12874946,-0.23909508,-0.22766708,0.46499202,1
-0.21303698,0.66328466,0.40271425,0.06865319,0.41955405,0.70276666,-0.8548137,0.13576761,0.40133375,-0.7149049,0
-0.047889814,-0.022418763,0.045592386,-0.7116603,-0.32726368,-0.20287167,0.3271439,0.0932015,0.11879555,0.29666266,1
-0.45856917,0.33548558,0.5984165,0.17218809,0.23591182,0.49623057,-0.8476762,0.18691559,0.7327591,-0.7293299,0
-0.065852724,0.22784053,-0.35797942,-0.44237164,-0.3551679,0.30708984,0.35911253,-0.1721767,-0.307062,0.4397009,1
-0.03067118,-0.0417867,0.05230091,-0.70804816,-0.33743352,-0.16699833,0.32365456,0.10450825,0.027658375,0.34486318,1
-0.2364899,0.2786934,0.3847749,0.22358978,0.2633379,0.70787174,-0.8651073,0.07134296,0.40656996,-0.75836533,0
0.38310272,-0.54941255,-0.22302347,-0.31788176,0.31910154,0.83635014,0.45158267,-0.7750457,-0.7537834,-0.3421409,0
-0.08103757,-0.09532013,0.15138425,-0.7221613,-0.31931415,-0.11071225,0.29491025,0.14147887,0.051261257,0.29407245,1
0.011270225,-0.3778537,0.55286324,-0.5367394,-0.14225598,-0.09105699,0.2749578,0.14535567,-0.039084025,-0.11765438,1
-0.005893922,-0.4779204,0.46136773,-0.4610186,-0.22634065,-0.07295676,0.28060246,0.19553973,-0.099103205,0.09823967,1
-0.32584772,0.3712372,-0.5259094,0.06999415,-0.16851558,0.54734963,0.46151993,-0.8815467,0.30004454,0.24580011,1
-0.4767412,0.5753316,0.3247056,0.22683053,0.37531108,0.59462833,-0.8773289,0.27608255,0.67481303,-0.68124783,0
-0.08576523,0.48808035,0.45073897,-0.19231337,0.33446997,0.8594114,-0.81398743,-0.4140486,0.0443956,-0.70305324,0
0.16061422,0.4103108,0.49972904,-0.037619527,0.15683918,0.7331926,-0.828087,-0.11151779,0.07515057,-0.7337,0
0.08391574,-0.4017466,0.5284247,-0.51276225,-0.16144928,-0.0012352692,0.27838668,0.12398544,-0.18192478,-0.048618115,1
-0.0026630322,0.218594,-0.1859768,-0.5714947,-0.29849738,0.14949353,0.34489197,-0.21538827,-0.12439237,0.3502939,1
0.037574753,-0.14153165,0.49818152,-0.6924577,-0.22555609,-0.592421,0.1494578,0.019678017,0.78821903,-0.6166161,1
-0.2485738,-0.11507724,-0.49558058,-0.8867072,0.19459958,0.48384106,-0.5490859,-0.05844304,-0.053709347,-0.027859187,0
-0.46025607,0.4083556,0.4885153,0.06332899,0.3568086,0.68236727,-0.90958834,0.30432236,0.47837123,-0.7395307,0
-0.25057214,0.59291303,0.27233353,0.10000568,0.36925623,0.67910147,-0.88668525,-0.024808744,0.48009157,-0.802786,0
-0.26460984,0.0050327894,0.000626698,-0.4975727,-0.3,-0.66926885,0.47945005,0.053709336,0.55493104,0.16861866,1
-0.17025733,0.6760374,0.27213785,0.12418301,0.39715794,0.7926685,-0.8983957,-0.16470313,0.25809303,-0.751362,0
-0.20517455,0.68371207,0.38104868,0.15727316,0.41860282,0.7684506,-0.83871484,-0.018834218,0.35104987,-0.7252547,0
-0.48165834,0.4189146,0.18676631,0.32275394,0.46059424,0.64277697,-0.8495865,0.131315,0.66958654,-0.70391095,0
0.43074098,-0.24143541,-0.08908157,0.7677704,0.50231826,-0.15959676,-0.5880968,-0.20159686,-0.14154188,-0.07049404,0
-0.03903585,0.1703646,-0.25811446,-0.47483805,-0.36052802,0.22825056,0.36027202,-0.10334459,-0.25458494,0.4088481,1
-0.12591045,-0.061237358,0.1509798,-0.7259239,-0.29627421,-0.14861263,0.28748658,0.12424738,0.1614344,0.23557492,1
-0.11403944,0.09568628,-0.088134766,-0.60334337,-0.3215433,0.12649672,0.24496523,-0.008704122,-0.16990338,0.34734082,1
-0.5067297,0.20171,-0.66141176,-0.7406785,-0.34446764,-0.10247303,0.49368513,-0.448226,0.12977025,0.6878643,0
-0.38529927,0.39616498,0.5077355,0.26088673,0.40539938,0.5839682,-0.89111847,0.15942106,0.6026759,-0.798206,0
-0.15366736,0.13886797,-0.11228342,-0.5659186,-0.30469558,0.13766922,0.21215177,-0.051836994,-0.20349419,0.3601814,1
-0.47317743,0.5492945,0.34816098,0.20990965,0.3693827,0.59325546,-0.87248874,0.2931742,0.66809547,-0.6863008,0
-0.11373794,0.10670423,-0.10146263,-0.60144,-0.3192511,0.13675557,0.2512094,-0.02703279,-0.18755262,0.35718375,1
-0.047957756,0.1364228,-0.210577,-0.534372,-0.35607085,0.1872793,0.33404675,-0.05586225,-0.21451089,0.38979313,1
-0.02802697,-0.48606327,0.69423044,-0.55007917,-0.097541,0.084506236,0.18555695,0.2542112,0.013003625,-0.29018945,1
0.69157183,-0.28406575,0.086533375,0.09809344,-0.18471424,-0.5438639,-0.54921436,-0.22218622,0.08497389,-0.6723576,1
-0.18086942,0.1502774,-0.17277375,-0.50087816,-0.3217257,0.34223956,0.250269,-0.0815787,-0.26592353,0.35724944,1
0.50575733,-0.01874972,-0.282348,0.75594115,0.45702478,-0.11614645,-0.45694768,-0.11504044,-0.11675211,0.11835122,0
-0.19769709,0.39643997,0.46724403,0.016051441,0.34278157,0.5921227,-0.8416149,0.13566367,0.63753855,-0.80171204,0
-0.28426912,0.5910841,0.42669314,0.09124864,0.39491403,0.6975042,-0.856251,0.16714469,0.4674252,-0.7109472,0
-0.39525858,-0.67246866,0.8265198,-0.51586837,-0.16895102,0.016836429,0.41582653,0.56118697,0.27548626,-0.13446617,0
-0.33276272,0.58619934,0.40087542,0.12656055,0.389039,0.6699423,-0.86379474,0.21351616,0.5328371,-0.7081132,0
-0.3515364,0.27742648,-0.17839925,-0.38538742,-0.23526762,0.16758193,0.07772369,-0.11944056,-0.21156065,0.38959453,1
-0.21500419,0.6407228,0.42801145,-0.016055394,0.44954875,0.79137355,-0.86784077,-0.44449002,0.0851457,-0.6711165,0
-0.09367981,-0.5379519,0.660302,-0.4788177,-0.1379722,0.040538657,0.16801877,0.288413,0.08773456,-0.19913934,1
-0.5384672,0.2488887,0.35583085,0.24480985,0.28607064,0.6256075,-0.8272888,0.17222022,0.7451899,-0.67856294,0
-0.15433069,0.4886995,0.46451262,0.07523135,0.39327112,0.7543117,-0.83524966,-0.04238217,0.38962895,-0.73778576,0
-0.43008605,0.2711689,0.51353544,0.23223522,0.32444614,0.6305759,-0.86957586,0.06757787,0.58810925,-0.7577889,0
0.08481877,0.4985214,0.53900164,0.18344988,0.3671444,0.84835917,-0.76641995,-0.61876076,0.13433656,-0.8029793,0
-0.53548145,0.34170088,0.5798107,0.2036966,0.24258319,0.45148927,-0.84643525,0.2017188,0.7771108,-0.7217304,0
-0.42743278,0.5898934,0.33832005,0.20038216,0.38276675,0.6264455,-0.87746495,0.25627717,0.62531275,-0.6850104,0
-0.26891547,0.41185245,0.4591704,0.12954862,0.36505696,0.7150387,-0.83791804,0.051720142,0.50496614,-0.72426134,0
-0.28993735,-0.024715493,-0.2418259,-0.38804245,-0.12271668,-0.5727726,0.34984154,-0.18514262,0.6665734,-0.12787254,1
-0.30455706,0.08420683,-0.5436825,-0.53868896,-0.14825152,0.0672454,0.69009215,-0.8710357,0.6494456,0.08695026,1
-0.0876721,0.5107046,0.43886888,-0.18696992,0.3524504,0.8457168,-0.8253256,-0.32532358,0.07108713,-0.71921796,0
-0.5941326,0.21689618,-0.234421,-0.520338,-0.22686492,-0.008237135,0.18106225,-0.35462102,-0.18171394,0.5838669,1
-0.13089986,0.13639638,-0.15381952,-0.5454941,-0.32643276,0.18991572,0.24984185,-0.05270019,-0.21261944,0.3687335,1
-0.3300733,0.6499704,0.38253924,0.1241519,0.41153052,0.6659686,-0.8691069,0.18052863,0.53611237,-0.71461695,0
-0.67381114,0.29316574,0.26037627,-0.32659116,-0.08179944,-0.5590736,0.035665438,-0.3598976,0.5102907,0.16849357,1
-0.26777673,0.30993387,-0.74826115,-0.17423797,-0.16409293,0.12359564,0.64214444,-0.8541604,0.6156241,0.20955235,1
-0.1450964,0.6070641,0.45207858,0.039321333,0.38866526,0.7327229,-0.82804334,0.014462497,0.36135408,-0.7233514,0
-0.36209133,-0.51318604,0.44261926,0.0977653,-0.23405543,0.26285028,-0.07872649,-0.46172556,0.6531805,0.18049955,0
0.1548857,0.5281158,-0.3917844,-0.43689334,-0.37038627,0.09108821,0.47244748,-0.4121652,0.003364537,0.034577962,0
0.78424454,-0.90982616,0.10706281,0.4082625,-0.6123286,-0.587343,0.7685691,-0.17113128,-0.24839093,0.48881555,0
0.84749943,-0.4916567,-0.58526695,0.7351336,0.08227788,-0.026640052,0.03888478,-0.3905528,-0.5613111,0.23618995,1
0.4824217,0.08260535,-0.41514793,0.73627865,0.35755208,-0.02768399,-0.6096445,0.038575687,-0.11651789,0.022862934,0
-0.11872391,-0.01648909,-0.10919942,-0.3711632,-0.3776301,-0.5757958,0.53758043,0.022037739,0.42674652,0.16492043,1
-0.19274665,0.20577061,-0.42239475,-0.52698344,-0.37591207,0.31851164,0.42668378,-0.25886056,-0.2982399,0.5431954,1
-0.5178584,0.13267213,-0.66357636,-0.71237123,-0.33469334,-0.08046805,0.5420325,-0.41589165,-0.05351402,0.7653054,0
-0.034360684,0.2918599,-0.24848437,-0.5913213,-0.33979815,0.18358307,0.21692942,-0.14653362,-0.021128837,0.19150513,1
-0.43050316,0.57494086,0.31395286,0.22233921,0.3770552,0.62561727,-0.88004917,0.27833045,0.62229604,-0.6682586,0
-0.17983963,0.19996993,-0.38171205,-0.40803018,-0.11609635,0.40452302,0.3817052,-0.30850974,-0.59398866,0.7637479,1
-0.17460847,0.18298307,-0.20831597,-0.5169071,-0.31058535,0.19722186,0.21544288,-0.10098093,-0.2387726,0.3898527,1
-0.021625027,-0.5952995,0.70002323,-0.45068985,-0.12009618,0.15612638,0.13021325,0.36325538,0.030662872,-0.26206586,1
-0.20213722,0.6778339,0.39757857,0.076760225,0.42332125,0.703177,-0.8546796,0.10031446,0.42476296,-0.7273323,0
-0.6185366,0.10427911,-0.29599634,-0.8095632,-0.02602896,-0.2814058,-0.4086109,-0.22383125,-0.046410628,0.2809172,0
-0.4266751,0.23875912,-0.21386549,-0.4127336,-0.2317165,0.11411948,0.14716469,-0.24757381,-0.2291308,0.47132462,1
0.18728592,0.6352678,0.24805266,0.36186066,0.18140605,0.8788142,-0.7658039,-0.16844842,-0.02367403,-0.678275,0
-0.2613155,0.6335913,0.42447722,0.06415316,0.4085149,0.6907155,-0.85313416,0.15590958,0.4378977,-0.7132232,0
-0.21772061,0.436864,-0.21716844,-0.39485544,-0.2635317,-0.28537303,0.3512383,-0.29883343,0.45045513,-0.11288476,1
-0.16201314,0.06914222,-0.10347457,-0.40670446,-0.35383633,-0.58611447,0.4890028,-0.024689877,0.53302866,0.057976894,1
-0.58715886,0.06944154,-0.5490621,-0.7475681,-0.4743311,0.11660536,0.7511667,-0.5957778,-0.16824304,0.8457531,1
-0.12446319,0.17820145,-0.27077726,-0.511449,-0.33646026,0.3556263,0.26768836,-0.080107994,-0.2759986,0.37376663,1
-0.49987313,0.30039978,0.49700215,0.038812466,0.2940369,0.62338245,-0.8521769,0.1518495,0.45471877,-0.7174851,0
-0.46289912,0.3263795,0.39739934,0.21819387,0.33477786,0.6518635,-0.8878595,0.18326086,0.57245964,-0.67896503,0
0.8563889,-0.6688082,-0.30998892,0.5389381,-0.32975066,-0.1067953,0.47184625,-0.5048526,-0.38080114,0.04292713,1
-0.3115494,0.60563236,0.3701367,-0.069540985,0.41657168,0.7535566,-0.8618182,-0.14760667,0.48259133,-0.7884238,0
-0.12201718,-0.07325984,0.16257483,-0.71784216,-0.3050573,-0.14852956,0.2373905,0.11996963,0.038457107,0.31006843,1
0.5464731,-0.14685339,-0.24448127,0.7622167,0.44600618,-0.13759704,-0.4114656,-0.09573088,-0.10424784,0.073230825,0
0.010699581,-0.63083726,0.75123835,-0.41437203,-0.076561086,0.23206632,0.07787658,0.42747748,0.041908983,-0.3656771,1
0.7481313,-0.29315776,-0.5962244,0.45622456,0.22282727,0.2770401,0.050562304,-0.4154575,-0.823733,0.53582484,1
-0.67172766,-0.0024413117,0.53390926,-0.58318067,0.0053274273,-0.7555636,-0.1826164,0.0058179577,0.621557,-0.02247869,1
-0.643945,0.60764706,-0.41178226,-0.31961295,0.094795376,-0.11233864,0.2786457,-0.3947094,0.26729864,0.25804278,1
-0.5224172,0.19920436,-0.28773782,-0.55058277,-0.28677997,0.09195075,0.2691624,-0.3518542,-0.21615265,0.59482634,1
-0.061639633,0.05870954,-0.32770813,-0.3825593,-0.17813323,0.39980853,0.5004805,-0.34013715,-0.6516754,0.76324165,1
-0.015651774,-0.49491686,0.5160452,-0.45309255,-0.20073846,-0.008571718,0.2369308,0.21152535,-0.09516011,0.036982674,1
-0.20729238,0.17521589,0.11296491,-0.2445478,-0.17142116,-0.26723024,0.2764781,-0.11024921,-0.06715025,-0.20206648,1
-0.23264332,0.36521584,0.37866712,0.04013829,0.36059034,0.60791224,-0.8141613,0.048804436,0.39695564,-0.7411191,0
-0.3294126,0.6164344,0.38166103,0.1336048,0.40024,0.674241,-0.8695684,0.20732081,0.5215036,-0.702616,0
-0.046041816,0.19775294,-0.30621135,-0.48838243,-0.3549864,0.24692379,0.33956543,-0.1171275,-0.26845178,0.41567326,1
-0.5940311,0.29297355,-0.5007197,-0.70863473,-0.20310128,-0.50338686,0.77990717,-0.4973067,0.62751013,0.62997305,0
-0.39141124,0.5427271,0.3851599,0.16117303,0.37632066,0.64656216,-0.8678874,0.27321127,0.57709366,-0.6924763,0
-0.66792285,-0.3184229,-0.14386173,-0.7870335,-0.37033802,-0.2943307,0.77551466,-0.2986742,0.40800476,0.7703705,0
0.6352759,-0.5144989,0.023172786,0.6313056,-0.068564765,0.27765447,0.1495963,-0.77050614,0.27445695,-0.03963843,0
-0.127705,-0.2774512,0.17893696,-0.42375723,-0.24746722,-0.48864523,0.24028476,-0.00863056,-0.13723391,0.39370647,1
-0.6363301,0.11785194,-0.33452103,-0.7843971,-0.054813083,-0.30948144,-0.35443947,-0.26133418,-0.057327818,0.35764065,0
-0.06485585,0.15199606,-0.23108926,-0.542924,-0.34653273,0.23169573,0.29719952,-0.051431272,-0.2282141,0.37630028,1
0.5023652,-0.45757705,-0.12383496,-0.44945765,-0.5522803,-0.6354862,0.884495,0.024643831,0.6241918,-0.14985284,0
-0.5891941,0.07661442,-0.5573546,-0.7621864,-0.46932462,0.11632498,0.73987144,-0.5879708,-0.16231003,0.8428629,1
-0.34779224,0.16843455,0.53788793,0.24415877,0.28101662,0.6447723,-0.83021635,0.16816008,0.38606504,-0.774395,0
0.11349516,-0.41880745,0.49892154,-0.5199421,-0.18367948,-0.04279243,0.30892047,0.16328086,-0.21098068,-0.0058773896,1
-0.011105896,-0.5148044,0.53852975,-0.45965278,-0.19861497,0.008450635,0.23416072,0.24061832,-0.080571495,0.004429187,1
-0.34856012,0.18314604,-0.35884622,-0.5535221,-0.32743397,0.41230118,0.3872341,-0.40895647,-0.40530077,0.6506829,1
-0.081108324,-0.09532669,0.15146185,-0.72217494,-0.3192627,-0.11055867,0.29497096,0.14154975,0.051185545,0.29415452,1
